Protein IDs,Majority protein IDs,Peptide counts (all),Peptide counts (razor+unique),Peptide counts (unique),Fasta headers,Number of proteins,Peptides,Razor + unique peptides,Unique peptides,Peptides IDI-1,Peptides IDI-2,Peptides IDI-3,Peptides IDLL-1,Peptides IDLL-2,Peptides IDLL-3,Razor + unique peptides IDI-1,Razor + unique peptides IDI-2,Razor + unique peptides IDI-3,Razor + unique peptides IDLL-1,Razor + unique peptides IDLL-2,Razor + unique peptides IDLL-3,Unique peptides IDI-1,Unique peptides IDI-2,Unique peptides IDI-3,Unique peptides IDLL-1,Unique peptides IDLL-2,Unique peptides IDLL-3,Sequence coverage [%],Unique + razor sequence coverage [%],Unique sequence coverage [%],Mol. weight [kDa],Sequence length,Sequence lengths,Q-value,Score,Identification type IDI-1,Identification type IDI-2,Identification type IDI-3,Identification type IDLL-1,Identification type IDLL-2,Identification type IDLL-3,Sequence coverage IDI-1 [%],Sequence coverage IDI-2 [%],Sequence coverage IDI-3 [%],Sequence coverage IDLL-1 [%],Sequence coverage IDLL-2 [%],Sequence coverage IDLL-3 [%],Intensity,Intensity IDI-1,Intensity IDI-2,Intensity IDI-3,Intensity IDLL-1,Intensity IDLL-2,Intensity IDLL-3,iBAQ peptides,iBAQ,iBAQ IDI-1,iBAQ IDI-2,iBAQ IDI-3,iBAQ IDLL-1,iBAQ IDLL-2,iBAQ IDLL-3,LFQ intensity IDI-1,LFQ intensity IDI-2,LFQ intensity IDI-3,LFQ intensity IDLL-1,LFQ intensity IDLL-2,LFQ intensity IDLL-3,MS/MS count IDI-1,MS/MS count IDI-2,MS/MS count IDI-3,MS/MS count IDLL-1,MS/MS count IDLL-2,MS/MS count IDLL-3,MS/MS count,Only identified by site,Reverse,Potential contaminant,id,Peptide IDs,Peptide is razor,Mod. peptide IDs,Evidence IDs,MS/MS IDs,Best MS/MS,Oxidation (M) site IDs,Oxidation (M) site positions,Taxonomy IDs
E9HPD7,E9HPD7,1,1,1,tr|E9HPD7|E9HPD7_DAPPU Vitellogenin OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_332233 PE=4 SV=1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0.5,0.5,178.41,1624,1624,0.0064154,1.3628,By MS/MS,By MS/MS,By MS/MS,By matching,By matching,By matching,0.5,0.5,0.5,0.5,0.5,0.5,405060000,118200000,128310000,119930000,13549000,12299000,12767000,94,4309200,1257500.0,1365000.0,1275800,144140.0,130840.0,135820.0,0,0,0,0,0,139920000,1,1,1,0,0,0,3,,,,1241,6252,True,6515,27331;27332;27333;27334;27335;27336,20725;20726;20727,20726,,,-1
E9HPE7,E9HPE7,1,1,1,tr|E9HPE7|E9HPE7_DAPPU Protein obstructor-E-like OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_231826 PE=4 SV=1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,8.0,8.0,8.0,24.914,225,225,0.0,14.042,By MS/MS,By MS/MS,By MS/MS,,,,8.0,8.0,8.0,0.0,0.0,0.0,13338000,4852200,4367000,4118500,0,0,0,10,1333800,485220.0,436700.0,411850,0.0,0.0,0.0,0,0,4239400,0,0,0,1,1,1,0,0,0,3,,,,1242,1320,True,1370,5679;5680;5681,4266;4267;4268,4266,,,-1
E9HPR0,E9HPR0,2,2,2,tr|E9HPR0|E9HPR0_DAPPU TRASH domain-containing protein OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_302765 PE=3 SV=1,1,2,2,2,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,14.2,14.2,14.2,17.704,155,155,0.0,2.5356,By MS/MS,By matching,By MS/MS,By matching,By matching,By matching,14.2,5.8,5.8,5.8,5.8,5.8,30293000,10144000,9393700,7928100,876720,1027100,923700,6,5048800,1690600.0,1565600.0,1321400,146120.0,171180.0,153950.0,10144000,0,0,0,0,0,1,0,1,0,0,0,2,,,,1243,298;4413,True;True,309;4612,1277;19355;19356;19357;19358;19359;19360,960;14677;14678,960;14677,,,-1
E9HPX4,E9HPX4,4,4,4,tr|E9HPX4|E9HPX4_DAPPU Nuclear pore complex protein Nup205 OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_302914 PE=3 SV=1,1,4,4,4,3,4,4,0,0,0,3,4,4,0,0,0,3,4,4,0,0,0,2.8,2.8,2.8,209.5,1876,1876,0.0,10.618,By MS/MS,By MS/MS,By MS/MS,,,,2.3,2.8,2.8,0.0,0.0,0.0,34028000,9650300,12227000,12151000,0,0,0,95,358190,101580.0,128700.0,127910,0.0,0.0,0.0,12342000,10386000,11385000,0,0,0,2,3,3,0,0,0,8,,,,1244,2289;3810;5335;5687,True;True;True;True,2371;3952;5560;5932,9770;9771;9772;16707;16708;16709;23285;23286;24829;24830;24831,7322;12749;12750;12751;17566;18773;18774;18775,7322;12750;17566;18775,,,-1
E9HQ05,E9HQ05,4,1,1,tr|E9HQ05|E9HQ05_DAPPU Microtubule-actin cross-linking factor 1 OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_302923 PE=4 SV=1,1,4,1,1,4,2,3,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1.2,0.3,0.3,389.27,3383,3383,0.0049464,1.4781,By matching,By matching,By MS/MS,,By matching,,1.2,0.7,1.0,0.0,0.3,0.0,4406400,1869700,0,2145100,0,391610,0,192,22950,9737.9,0.0,11172,0.0,2039.6,0.0,0,0,0,0,4239100,0,0,0,1,0,0,0,1,,,,1245,835;865;4332;6424,False;True;False;False,863;893;4529;6693,3594;3595;3596;3716;3717;3718;19036;28035;28036;28037,2726;2727;2821;14457;21232;21233;21234,2726;2821;14457;21232,,,-1
E9HQZ6,E9HQZ6,2,2,2,tr|E9HQZ6|E9HQZ6_DAPPU PHB domain-containing protein OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_65172 PE=3 SV=1,1,2,2,2,1,2,1,0,0,0,1,2,1,0,0,0,1,2,1,0,0,0,5.4,5.4,5.4,41.794,372,372,0.0,3.888,By MS/MS,By MS/MS,By MS/MS,,,,2.4,5.4,2.4,0.0,0.0,0.0,7283700,2862500,2076600,2344600,0,0,0,21,346840,136310.0,98884.0,111650,0.0,0.0,0.0,0,0,2413400,0,0,0,1,2,1,0,0,0,4,,,,1247,2920;5712,True;True,3032;5958,12620;12621;12622;24934,9528;9529;9530;18839,9528;18839,,,-1
E9HR51,E9HR51,15,15,15,tr|E9HR51|E9HR51_DAPPU Peroxisomal multifunctional enzyme type 2 OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_332860 PE=4 SV=1,1,15,15,15,14,14,14,1,1,1,14,14,14,1,1,1,14,14,14,1,1,1,25.0,25.0,25.0,78.752,731,731,0.0,90.446,By MS/MS,By MS/MS,By MS/MS,By matching,By matching,By matching,23.3,24.1,23.8,1.5,1.5,1.5,651190000,211450000,224940000,209440000,1596300,1681700,2083500,38,17137000,5564400.0,5919400.0,5511700,42008.0,44256.0,54830.0,238300000,211480000,197180000,0,0,0,13,13,11,0,0,0,37,,,,1248,432;582;617;639;1526;2265;2270;2273;2587;2995;3891;5238;5576;6016;6232,True;True;True;True;True;True;True;True;True;True;True;True;True;True;True,449;600;635;660;1581;2347;2352;2355;2679;3107;4035;5460;5814;6272;6495,1891;1892;1893;2539;2540;2541;2687;2688;2689;2798;2799;6542;6543;9666;9667;9668;9687;9688;9689;9699;9700;11034;11035;11036;12915;12916;12917;12918;12919;12920;17022;17023;17024;22867;22868;22869;24359;24360;24361;26355;26356;26357;26358;26359;26360;27243;27244;27245,1376;1377;1908;2011;2012;2013;2093;2094;4890;7231;7232;7233;7254;7255;7266;8278;8279;8280;9764;9765;9766;12962;12963;17250;17251;17252;18421;18422;18423;19962;19963;19964;19965;19966;20652;20653;20654,1376;1908;2011;2093;4890;7231;7254;7266;8280;9765;12962;17252;18422;19962;20654,,,-1
E9HR52,E9HR52,29,29,29,tr|E9HR52|E9HR52_DAPPU Contactin OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_303516 PE=4 SV=1,1,29,29,29,26,27,28,6,3,4,26,27,28,6,3,4,26,27,28,6,3,4,30.3,30.3,30.3,127.72,1134,1134,0.0,203.7,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By matching,By MS/MS,28.2,28.4,30.2,5.2,2.6,3.6,1671000000,574940000,556670000,515030000,8949500,7598200,7795300,61,27393000,9425200.0,9125700.0,8443100,146710.0,124560.0,127790.0,488530000,659280000,574990000,52014000,67838000,70950000,19,23,28,0,0,0,70,,,,1249,459;826;1107;1192;1214;1476;1675;2203;2592;2654;2766;2804;2901;3220;3952;4094;4209;4210;4536;4595;4681;4742;4790;5367;5982;5987;6066;6584;6606,True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True,476;854;1150;1237;1259;1530;1736;2284;2684;2749;2866;2907;3013;3342;4098;4271;4396;4397;4737;4798;4886;4951;5001;5596;6236;6241;6323;6858;6884,1992;1993;1994;3555;3556;3557;4810;4811;4812;4813;5147;5148;5149;5249;5250;5251;5252;6363;6364;6365;6366;6367;6368;7168;7169;7170;9403;9404;9405;11059;11060;11061;11302;11303;11304;11842;11843;11844;12001;12002;12003;12004;12005;12006;12534;12535;12536;13960;13961;13962;17288;17289;17290;17291;17957;17958;17959;18455;18456;18457;18458;19815;19816;19817;20100;20101;20102;20525;20526;20527;20795;20796;20797;21002;21003;21004;21005;21006;21007;23428;23429;23430;26210;26211;26212;26230;26231;26232;26233;26234;26235;26552;28709;28796;28797;28798;28799;28800;28801,1443;1444;1445;2697;2698;2699;3628;3629;3630;3631;3632;3883;3884;3885;3966;4757;4758;5363;5364;5365;7039;7040;7041;8295;8296;8297;8490;8491;8492;8897;8898;8899;9014;9015;9464;9465;9466;10469;13152;13153;13154;13657;13658;13659;14031;14032;14033;14034;15028;15211;15212;15213;15531;15532;15533;15717;15846;15847;17676;17677;17678;19843;19854;19855;19856;19857;20113;21726;21792;21793;21794;21795;21796;21797,1443;2697;3629;3885;3966;4758;5364;7039;8296;8492;8899;9014;9465;10469;13153;13658;14031;14034;15028;15213;15533;15717;15846;17676;19843;19856;20113;21726;21796,311,974,-1
E9HR64,E9HR64,1,1,1,tr|E9HR64|E9HR64_DAPPU Neurogenic locus Notch protein (Fragment) OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_229540 PE=4 SV=1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,0.4,0.4,0.4,402.41,3818,3818,0.0,3.0042,By MS/MS,By MS/MS,By MS/MS,,,,0.4,0.4,0.4,0.0,0.0,0.0,9547400,3478900,3493600,2575000,0,0,0,183,52172,19010.0,19091.0,14071,0.0,0.0,0.0,0,0,2650600,0,0,0,1,1,1,0,0,0,3,,,,1250,5818,True,6070,25504;25505;25506,19327;19328;19329,19328,,,-1
E9HR86,E9HR86,3,3,3,tr|E9HR86|E9HR86_DAPPU Moesin/ezrin/radixin homolog 1 OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_219239 PE=4 SV=1,1,3,3,3,3,3,3,0,0,1,3,3,3,0,0,1,3,3,3,0,0,1,4.4,4.4,4.4,102.58,922,922,0.0,11.148,By MS/MS,By MS/MS,By MS/MS,,,By matching,4.4,4.4,4.4,0.0,0.0,1.3,43588000,14181000,14632000,14027000,0,0,749180,53,822420,267560.0,276070.0,264650,0.0,0.0,14135.0,13499000,15011000,14415000,0,0,0,2,3,3,0,0,0,8,,,,1251,1157;1921;3241,True;True;True,1202;1992;3365,5020;5021;5022;8221;8222;8223;14065;14066;14067;14068,3784;3785;3786;6161;6162;10531;10532;10533,3786;6161;10533,,,-1
E9HR88,E9HR88,5,5,5,tr|E9HR88|E9HR88_DAPPU 60S ribosomal protein L18 OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_303528 PE=3 SV=1,1,5,5,5,5,5,5,3,3,2,5,5,5,3,3,2,5,5,5,3,3,2,27.7,27.7,27.7,21.514,188,188,0.0,17.743,By MS/MS,By MS/MS,By MS/MS,By matching,By matching,By matching,27.7,27.7,27.7,13.3,13.3,9.6,317760000,104700000,104730000,100500000,2725600,2632700,2474300,8,39720000,13087000.0,13091000.0,12562000,340700.0,329080.0,309280.0,98683000,107010000,77462000,30630000,28787000,52992000,3,4,2,0,0,0,9,,,,1252,194;2563;2833;4419;4841,True;True;True;True;True,203;2654;2938;4618;5052,807;808;809;10945;10946;10947;12154;12155;12156;12157;12158;12159;19382;19383;19384;19385;19386;19387;21209;21210;21211;21212;21213,604;8208;8209;9166;9167;9168;14694;14695;14696;16001;16002,604;8209;9167;14694;16002,,,-1
E9HR99,E9HR99,1,1,1,tr|E9HR99|E9HR99_DAPPU Lysosome-associated membrane glycoprotein OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_303532 PE=3 SV=1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,3.3,3.3,3.3,36.465,337,337,0.0056772,1.4104,By MS/MS,By MS/MS,By MS/MS,,,,3.3,3.3,3.3,0.0,0.0,0.0,35793000,13214000,12398000,10181000,0,0,0,9,3977000,1468200.0,1377600.0,1131300,0.0,0.0,0.0,0,0,10480000,0,0,0,1,1,0,0,0,0,2,,,,1253,3189,True,3310,13834;13835;13836,10372;10373,10372,,,-1
E9HRC4,E9HRC4,10,10,10,tr|E9HRC4|E9HRC4_DAPPU Alpha-glucosidase OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_303552 PE=4 SV=1,1,10,10,10,10,10,10,1,1,1,10,10,10,1,1,1,10,10,10,1,1,1,16.0,16.0,16.0,74.991,683,683,0.0,78.854,By MS/MS,By MS/MS,By MS/MS,By matching,By MS/MS,By MS/MS,16.0,16.0,16.0,1.3,1.3,1.3,579100000,185240000,199360000,185590000,3143100,2847900,2908800,33,17548000,5613400.0,6041300.0,5624000,95245.0,86300.0,88144.0,191630000,191380000,186910000,0,0,0,8,9,11,0,1,0,29,,,,1254,614;615;1909;2352;2724;4264;4271;4877;6009;6638,True;True;True;True;True;True;True;True;True;True,632;633;1980;2435;2822;4455;4462;5088;6263;6264;6916,2675;2676;2677;2678;2679;2680;2681;2682;2683;2684;8179;8180;8181;10016;10017;10018;10019;10020;10021;11613;11614;11615;18703;18704;18705;18706;18707;18708;18741;18742;18743;21358;21359;21360;26324;26325;26326;26327;26328;26329;28920;28921;28922,2003;2004;2005;2006;2007;2008;2009;6132;6133;7497;7498;7499;7500;8732;8733;14208;14209;14210;14241;14242;14243;16114;19932;19933;19934;19935;21870;21871;21872,2003;2006;6132;7497;8733;14209;14242;16114;19934;21870,312,404,-1
E9HRV4,E9HRV4,3,3,3,"tr|E9HRV4|E9HRV4_DAPPU Isocitrate dehydrogenase [NAD] subunit, mitochondrial OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_303613 PE=3 SV=1",1,3,3,3,2,3,2,0,1,1,2,3,2,0,1,1,2,3,2,0,1,1,7.1,7.1,7.1,41.471,381,381,0.0,3.0865,By MS/MS,By MS/MS,By MS/MS,,By matching,By matching,4.2,7.1,4.2,0.0,2.1,2.1,542040000,160280000,190790000,172040000,0,9043000,9883200,16,33878000,10018000.0,11925000.0,10752000,0.0,565190.0,617700.0,175450000,175790000,172670000,0,0,0,2,2,1,0,0,0,5,,,,1255,21;1625;3403,True;True;True,22;1684;3529,87;6960;6961;6962;14740;14741;14742;14743;14744,64;5211;11009;11010;11011,64;5211;11010,,,-1
E9HRW4,E9HRW4,4,4,4,tr|E9HRW4|E9HRW4_DAPPU Peritrophin OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_333111 PE=4 SV=1,1,4,4,4,4,3,2,0,0,0,4,3,2,0,0,0,4,3,2,0,0,0,18.3,18.3,18.3,26.223,241,241,0.0,22.518,By MS/MS,By MS/MS,By matching,,,,18.3,14.1,9.1,0.0,0.0,0.0,54979000,19508000,21901000,13569000,0,0,0,13,4229100,1500600.0,1684700.0,1043800,0.0,0.0,0.0,20709000,20212000,0,0,0,0,3,1,0,0,0,0,4,,,,1256,741;2160;6434;6625,True;True;True;True,768;2239;6703;6903,3260;3261;3262;9215;9216;9217;28072;28073;28871,2473;6896;21260;21838,2473;6896;21260;21838,,,-1
E9HS20;A0A4Y7MTX0,E9HS20;A0A4Y7MTX0,2;1,2;1,2;1,tr|E9HS20|E9HS20_DAPPU Eukaryotic translation initiation factor 3 subunit B OS=Daphnia pulex OX=6669 GN=EOG090X01UY PE=2 SV=1;tr|A0A4Y7MTX0|A0A4Y7MTX0_DAPPU Eukaryotic translation initiation factor 3 subunit B OS=Daphnia pulex OX=6669 GN=EOG090X01UY PE=2 S,2,2,2,2,1,2,1,0,0,0,1,2,1,0,0,0,1,2,1,0,0,0,3.7,3.7,3.7,81.435,701,701;701,0.0,3.2372,By MS/MS,By MS/MS,By MS/MS,,,,1.7,3.7,2.0,0.0,0.0,0.0,1971500,0,0,1971500,0,0,0,36,54764,0.0,0.0,54764,0.0,0.0,0.0,0,0,2029400,0,0,0,1,2,1,0,0,0,4,,,,1257,1541;6518,True;True,1596;6790,6584;6585;28441;28442,4923;4924;21544;21545,4923;21545,,,-1;-1
E9HSG1;E9GU09,E9HSG1,10;3,10;3,10;3,tr|E9HSG1|E9HSG1_DAPPU Innexin OS=Daphnia pulex OX=6669 GN=inx PE=3 SV=1,2,10,10,10,9,10,8,1,1,2,9,10,8,1,1,2,9,10,8,1,1,2,30.1,30.1,30.1,41.498,359,359;360,0.0,48.585,By MS/MS,By MS/MS,By MS/MS,By matching,By matching,By matching,27.6,30.1,23.4,2.2,2.2,4.5,1284800000,409330000,448160000,418790000,629130,685600,7216300,18,71378000,22740000.0,24898000.0,23266000,34952.0,38089.0,400900.0,483520000,347830000,349390000,0,0,167550000,10,9,8,0,0,0,27,,,,1258,1111;1119;1415;2586;3262;3307;3973;4008;4180;4670,True;True;True;True;True;True;True;True;True;True,1154;1155;1163;1467;2678;3387;3432;4123;4166;4366;4875,4823;4824;4825;4826;4827;4828;4829;4857;4858;4859;4860;4861;4862;6107;6108;6109;11032;11033;14171;14172;14173;14362;14363;14364;14365;14366;14367;17391;17392;17393;17563;18344;18345;18346;18347;18348;18349;20440;20441;20442;20443,3639;3640;3641;3642;3643;3644;3667;3668;3669;3670;3671;4577;4578;4579;8277;10616;10617;10618;10734;10735;10736;10737;13220;13357;13943;13944;13945;15474,3639;3670;4578;8277;10616;10734;13220;13357;13943;15474,313;314;315,1;216;219,-1;-1
E9HSG3,E9HSG3,10,10,10,tr|E9HSG3|E9HSG3_DAPPU Innexin OS=Daphnia pulex OX=6669 GN=inx PE=3 SV=1,1,10,10,10,9,9,10,2,2,2,9,9,10,2,2,2,9,9,10,2,2,2,30.9,30.9,30.9,42.238,362,362,0.0,72.483,By MS/MS,By MS/MS,By MS/MS,By matching,By MS/MS,By MS/MS,27.3,27.3,30.9,4.7,4.7,4.7,886950000,308610000,294510000,274000000,3148800,3469400,3214100,21,42236000,14696000.0,14024000.0,13048000,149940.0,165210.0,153050.0,156330000,402760000,297680000,49628000,38632000,37015000,10,11,11,0,1,1,34,,,,1259,278;1668;1739;1872;1900;4121;4281;4744;5221;6057,True;True;True;True;True;True;True;True;True;True,289;1728;1729;1803;1940;1971;4303;4304;4473;4953;5443;6314,1174;1175;1176;1177;1178;1179;7135;7136;7137;7138;7139;7140;7412;7413;7414;7415;7416;7417;8029;8030;8031;8152;18095;18096;18097;18098;18099;18100;18101;18102;18103;18792;18793;18794;20800;20801;20802;22795;22796;22797;22798;22799;22800;26517;26518;26519;26520;26521,885;886;5343;5344;5345;5346;5347;5538;5539;5540;5541;6001;6002;6003;6112;13768;13769;13770;13771;13772;13773;13774;13775;14285;14286;14287;15720;17193;17194;17195;17196;17197;20085;20086;20087,885;5347;5538;6001;6112;13774;14285;15720;17196;20085,316;317,1;229,-1
E9HSG7,E9HSG7,1,1,1,tr|E9HSG7|E9HSG7_DAPPU rRNA 2-O-methyltransferase fibrillarin OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_333298 PE=3 SV=1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,3.3,3.3,3.3,34.852,334,334,0.0099464,1.1785,By MS/MS,By MS/MS,By MS/MS,,,,3.3,3.3,3.3,0.0,0.0,0.0,25608000,8763800,8432700,8411800,0,0,0,20,1280400,438190.0,421640.0,420590,0.0,0.0,0.0,0,0,8658700,0,0,0,1,1,1,0,0,0,3,,,,1260,5515,True,5750,24106;24107;24108,18237;18238;18239,18238,,,-1
E9HSP1,E9HSP1,1,1,1,tr|E9HSP1|E9HSP1_DAPPU Tyrosine-protein phosphatase domain-containing protein OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_229673 PE=4 SV=1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,5.4,5.4,5.4,22.433,203,203,0.0025338,1.6974,By MS/MS,By matching,By MS/MS,,,,5.4,5.4,5.4,0.0,0.0,0.0,13501000,5064600,4090600,4345700,0,0,0,11,1227400,460420.0,371870.0,395060,0.0,0.0,0.0,0,0,4473300,0,0,0,1,0,1,0,0,0,2,,,,1261,2782,True,2884,11909;11910;11911,8950;8951,8950,,,-1
E9HST4,E9HST4,9,9,1,tr|E9HST4|E9HST4_DAPPU Alanine--glyoxylate aminotransferase OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_303807 PE=3 SV=1,1,9,9,1,8,8,9,0,0,0,8,8,9,0,0,0,1,1,1,0,0,0,30.3,30.3,3.3,42.265,393,393,0.0,38.667,By MS/MS,By MS/MS,By MS/MS,,,,27.7,27.7,30.3,0.0,0.0,0.0,408080000,136220000,134120000,137740000,0,0,0,24,17003000,5675700.0,5588500.0,5739000,0.0,0.0,0.0,140860000,134500000,133770000,0,0,0,7,8,9,0,0,0,24,,,,1262,594;1180;3585;3642;4521;5804;5877;6004;6011,True;True;True;True;True;True;True;True;True,612;1225;3719;3720;3781;4722;6056;6130;6258;6266,2589;2590;2591;5114;5115;5116;15759;15760;15761;15762;15763;15764;15999;16000;16001;19764;25440;25441;25442;25760;25761;25762;26306;26307;26308;26337;26338;26339,1941;1942;3859;3860;12031;12032;12033;12034;12035;12036;12209;12210;12211;14993;19283;19284;19285;19509;19918;19919;19920;19949;19950;19951,1942;3859;12034;12211;14993;19283;19509;19918;19949,295,23,-1
